time,f0,VUV,NAQ,QOQ,H1H2,PSP,HRF,MDQ,peakSlope,Rd,Rd_conf,MCEP_0,MCEP_1,MCEP_2,MCEP_3,MCEP_4,MCEP_5,MCEP_6,MCEP_7,MCEP_8,MCEP_9,MCEP_10,MCEP_11,MCEP_12,MCEP_13,MCEP_14,MCEP_15,MCEP_16,MCEP_17,MCEP_18,MCEP_19,MCEP_20,MCEP_21,MCEP_22,MCEP_23,MCEP_24,HMPDM_0,HMPDM_1,HMPDM_2,HMPDM_3,HMPDM_4,HMPDM_5,HMPDM_6,HMPDM_7,HMPDM_8,HMPDM_9,HMPDM_10,HMPDM_11,HMPDM_12,HMPDM_13,HMPDM_14,HMPDM_15,HMPDM_16,HMPDM_17,HMPDM_18,HMPDM_19,HMPDM_20,HMPDM_21,HMPDM_22,HMPDM_23,HMPDM_24,HMPDD_0,HMPDD_1,HMPDD_2,HMPDD_3,HMPDD_4,HMPDD_5,HMPDD_6,HMPDD_7,HMPDD_8,HMPDD_9,HMPDD_10,HMPDD_11,HMPDD_12,vowelSpace,F1,F2,F3,F4,F5,VAD
0.105,179,0,0,0,0,0,0,0,-0.113896764387545,1.69129129437554,0.373540372274003,-16.0740765648245,0.0603893076626992,0.0491479757728805,0.019361227663912,0.0738759723108601,0.0932852527249304,0.0614082191608525,0.0468618251472333,-0.0406960244255478,-0.0520794810195755,-0.048529617140013,0.0297257031406067,0.0439884247279748,-0.00673868288057266,-0.0554704495987198,-0.0150908714792659,0.0547047512584152,0.027719017709104,-0.0504235250233521,-0.0239243502863895,0.0469094784073919,0.0118202607841184,-0.0259946671813721,0.0209805319507309,0.0186708895328465,0,0,0.623218451249981,0.706662467776494,0.701254306118844,0.718979401911803,0.703296086441838,0.727700196727102,0.77170640887026,0.21871506110988,0.600858478432024,0.797359649172243,0.98233719920218,0.795458652562928,0.711503193430498,0.948362304901858,0.934586053648152,0.903208444899148,0.803514380571513,1.1237886843399,0.800345445662307,0.755053241633053,0.912439776018064,0.815125155614538,0.813314931144406,0.208743070847821,-0.369159107934083,-0.34685503427186,-0.373561569348084,-0.333720129318656,-0.33635692831271,-0.313148518133421,-0.273263123917511,-0.294722355389183,-0.273605733867724,-0.248522274613458,-0.248207663601309,-0.258691612869011,0,2980.4560505055,6107.12236608917,7647.06118304458,10533.8776339108,13239.3948674609,0
0.115,146,0,0,0,0,0,0,0,-0.118382679900513,1.5587383403509,0.503397476411754,-15.7226807036438,0.303432810991996,0.191973027512006,-0.0561477397606826,0.0641717648073936,0.100175324281698,0.0140832037407921,0.179721529110148,0.0126612907072322,0.122466924732782,0.0285194804522425,0.0670065827786463,-0.0679437015634606,-0.0711759326623579,-0.0718633445390793,0.00511409418356847,0.0717519177371121,0.0733484973897717,-0.005395744870342,-0.0505900986903922,-0.0189666390943518,0.0254980517177008,0.0711916980911993,0.0169304680085883,-0.0645173473088097,0,0,0.584682169203385,0.657638610926782,0.652499979045492,0.66783189333845,0.657920667979719,0.685709878459466,0.752917193794316,0.196553314751352,0.575708244344553,0.769864963002519,0.948014513633047,0.782040959283703,0.696089078655899,0.916630580351525,0.912787517656731,0.883469326244655,0.78961621845703,1.10616217905164,0.775473584424636,0.735035588823088,0.890402015901876,0.789076456072197,0.789371998255492,0.213104754763342,-0.369031029712682,-0.363377591946545,-0.387344004672624,-0.354729943216584,-0.350876590843037,-0.322049181812447,-0.291026464034989,-0.301784239434815,-0.284223954115582,-0.251482429819143,-0.242978359444597,-0.260981349576661,0,3957.35397995674,6454.03673757702,7527.39634957775,9560.08501043789,11828.7919234092,0
0.125,157.5,0,0,0,0,0,0,0,-0.103496205871629,0.880650449500463,0,-14.4696245530576,0.458278200711832,0.470606217583535,0.367609431639476,0.0307114143143444,0.0300401526427781,0.178633604027748,0.230047667380943,-0.0205388319341288,-0.134827444826601,0.154499702087444,0.205678909093799,-0.0328739859094791,0.0119490209085196,-0.126318345766651,0.0338084120468929,0.112197952129961,-0.011639592199673,-0.0764178226638691,-0.0406029308485062,0.0482496609701758,0.00238913730332327,0.00761332196182536,-0.00969041001502943,-0.0695735802359532,0,0,0.544186572215492,0.60795124040183,0.603978210190726,0.616965381555158,0.610189562690004,0.63500392580767,0.730819368454377,0.171645812486369,0.543893075917366,0.73540367726187,0.90823397230973,0.765251445940084,0.675909289716477,0.880346626565776,0.8844461979751,0.861341163710402,0.770500288254165,1.08295085636801,0.743309251381912,0.709620280778236,0.863544274146638,0.757334114145313,0.759295048318464,0.2014077850985,-0.372185186682012,-0.380417396597285,-0.395229210259608,-0.369346276275286,-0.361285896239583,-0.324956451471516,-0.303260665063917,-0.311947335862254,-0.299647933870174,-0.255060840626006,-0.235535655585459,-0.259665788063579,0,5625,7210.9791620679,7876.00984503995,8627.62557944462,10707.5582976469,0
0.135,152.5,0,0,0,0,0,0,0,-0.0559594385618478,1.81841311560067,0,-16.0600847720007,0.315109564984059,0.361058903278274,0.276569919008621,0.0716504180443386,0.0833080536077978,0.150246417760796,0.159084593614177,0.00786251167377188,-0.022021184391404,0.145701783083058,0.148653072735893,0.0248730637338557,0.0454622750910838,-0.0688768283410115,0.0342228808493945,0.0773136644199087,-0.0092806476047141,-0.0292867943328048,-0.0308613578625691,0.0130537652392834,0.000488823762536802,0.0248264404570599,-0.0178269944282736,-0.0625500002415665,0,0,0.501889889931412,0.558059971766844,0.555682956997419,0.565716424355819,0.558359237989287,0.574478819798387,0.7041294441797,0.142587072302463,0.507442707757394,0.697381878179617,0.86537070528263,0.745682953173335,0.650162469852665,0.839764188123358,0.84852273258541,0.837598629207349,0.747185773507286,1.05566294095929,0.703462186276635,0.679948483254438,0.832742433091549,0.72051347273775,0.725082954117541,0.183479464198576,-0.378647732955986,-0.395779518653275,-0.400485347777087,-0.378503442494991,-0.36862845257065,-0.32882936693039,-0.309988862498559,-0.320496852061833,-0.310435620809251,-0.258380379950674,-0.223772966542206,-0.255094153639365,0,4451.0503919726,6743.53032032644,8296.54804265974,10083.8876996916,14210.7064525691,0
0.145,136,0,0,0,0,0,0,0,-0.0909028890281557,2.49650100645111,0.337986087757027,-17.2792328166222,-0.000433506070150247,-0.000512010340710199,-0.000416766058242989,-0.000487339855846246,-0.000384690595968575,-0.000448516167203715,-0.000339933319911113,-0.000398719236249608,-0.000286110880529097,-0.000341906147067831,-0.000227417469876086,-0.000282390611343916,-0.00016817184227159,-0.000224388269854228,-0.000112371567531182,-0.000171576897508722,-6.32866703657105e-05,-0.000126735033783566,-2.31393483100926e-05,-9.14897648612939e-05,7.06840607433747e-06,-6.62040811548472e-05,2.75881227915807e-05,-5.00486905681803e-05,0,0,0.461458775530424,0.50902418931029,0.509942207516913,0.516685241172543,0.505667633394292,0.509898305488969,0.6775078159713,0.110529187598069,0.473606188624546,0.663322627612725,0.83101369122146,0.730594709548243,0.626184630337348,0.799758347706297,0.811777505275934,0.81802678235097,0.727443608477648,1.03036015947941,0.662016742102484,0.652969826135503,0.804446971798094,0.6849970906509,0.69322034808852,0.186466144370515,-0.385168368499105,-0.408997817122379,-0.405143262363145,-0.381560244509461,-0.373466992483974,-0.335667695605299,-0.314498045579267,-0.327074249128977,-0.317832739416842,-0.261784953132056,-0.214302050608316,-0.251361684673971,0,1969,5789,6632.5445864894,9050.4533133195,13238.0030083818,0
0.155,136,0,0,0,0,0,0,0,-0.158662584464402,2.49650100645111,0.466971739190491,-18.3404201418975,0.00328131855706214,0.00113750620330579,0.00167295299899442,0.00150835631985773,0.000980951990453333,0.00164465177656309,0.00112287848410814,0.000104364306704172,0.000926344332868028,0.000354742154076192,0.00162677103751928,0.00244588362503531,0.00143970413627436,-0.000517681352831962,-0.00189188364307106,-0.000466700417574916,0.000430815479588931,0.000844092985433294,0.000397145411131433,0.0013533717652832,0.000206807696425469,-0.00168766564510615,-0.000880780590601325,-0.00107144078991692,0,0,0.424609493765711,0.461757501264505,0.466114478506639,0.468543558981129,0.449840290398422,0.441608765450961,0.652935803570508,0.0776876531677355,0.440973859043678,0.633055377252998,0.801358516493191,0.719338305712856,0.603168137581506,0.760536178402293,0.774480924067521,0.799461966695642,0.710861717822536,1.00564894066361,0.615933617252635,0.628250530827613,0.777970782379436,0.64897182063433,0.662441322493605,0.205472737221071,-0.383267573222191,-0.413318776288706,-0.405893873334827,-0.381920158478253,-0.377343682750936,-0.341987076121256,-0.319065909302713,-0.33144989312329,-0.321784710521905,-0.262726777665682,-0.208681783193682,-0.250256297897775,0,1934.49630101478,5789,6832.66316845046,9741.2700353816,11022.782778433,0
0.165,168.5,0,0,0,0,0,0,0,-0.158828536153442,1.62828213833251,0.634641179243655,-16.2486338589396,0.24046274461106,0.0833591310634325,0.122597932126309,0.110535900192868,0.0718864699827507,0.12052395195543,0.0822871773824661,0.0076480619583563,0.0678846923462935,0.0259963397381247,0.119213609325971,0.179240107062882,0.105504906645329,-0.0379369076092976,-0.138641684855172,-0.0342009047185194,0.0315711720277582,0.061857120073694,0.0291037501875023,0.0991782673641068,0.0151553546004029,-0.123676109451367,-0.0645456741041842,-0.0785177021222643,0,0,0.389098153083651,0.416192480931676,0.421484474317586,0.417317664623909,0.388678444216853,0.365818363196005,0.628371736141386,0.0383929117984569,0.404504290723234,0.60185302379183,0.760970006157735,0.706165491173373,0.575463176022041,0.718392463890267,0.73058326089492,0.776332327848074,0.692406736567702,0.976187481568159,0.560432466607855,0.603501340683094,0.748788807934843,0.606905713498955,0.628295501900728,0.235125220372215,-0.37025395803921,-0.407411546725335,-0.401535544475328,-0.380052664247216,-0.377987643397572,-0.343222748671514,-0.322413644589294,-0.332163485021984,-0.324581904198762,-0.262263898377596,-0.207000439404917,-0.24984056363877,0,1852,5789,9288.54743719924,10617,11567.3825375102,0
0.175,131.5,0,0,0,0,0,0,0,-0.158828536153442,0.779086449001656,0.555443719998602,-16.0847234088092,0.260267364806079,0.0585157758257791,0.196769059139487,0.195823538283922,0.133228510252159,0.0946970519043647,0.0206334730914959,-0.0266260141049869,0.0137835498321738,-0.00766241267534418,0.0469842102390679,0.111782193503085,0.122903706552164,0.0145991571182022,-0.112642314824005,-0.0115329581836939,0.134823633091207,0.08960596129788,0.00482218642400877,0.0890250012768195,0.0130498667532646,-0.100503109560702,-0.067801349380073,-0.0821852774685217,0,0,0.354939236500137,0.374133335585456,0.377427414122566,0.365090937982097,0.327825043286811,0.284850386679061,0.602314114553746,-0.0088720720437188,0.352813115432493,0.559710597027125,0.692911719315949,0.685747862998825,0.537751967216955,0.672789369741767,0.675047367256347,0.742862980032681,0.665128119104608,0.933989930682558,0.495347011664333,0.573626491115501,0.711005977645668,0.555546484598332,0.58636459084021,0.261068719951488,-0.356286055176589,-0.397072189344959,-0.390253227555689,-0.370722957990903,-0.369044012879249,-0.337909311637812,-0.323708226812876,-0.327951509461731,-0.326395229835386,-0.267959095597455,-0.213506228767648,-0.251356908406927,0,1852,5644.16820449428,8274.67296303538,10887.8542669198,12895.1906759083,0
0.185,96.5,0,0,0,0,0,0,0,-0.142488121530113,1.19209311904988,0.430784310238417,-16.2156935782928,0.29936295572303,0.0782695447402129,0.20622614466216,0.235527061815677,0.119040250311965,0.0828218285220861,-0.0143516547860213,-0.0145541908920168,-0.0232041661267016,-0.00495272147972734,-0.0232253037100916,0.00217618343191758,0.101405584636712,0.0398610356959598,-0.0486786451232233,0.00649425917411231,0.165605833447018,0.0314682143022937,-0.0311596187175721,0.0469301798461431,-0.00794334183589289,-0.0322509998341159,-0.0671215509535093,-0.0553153419221116,0,0,0.325920989208773,0.338142252077599,0.334641581022198,0.312564060658865,0.272470572987462,0.207992065616174,0.575026899357759,-0.0534070182749469,0.267831703654012,0.502588651095765,0.597856153451148,0.656414213874959,0.486946950942599,0.624566430996436,0.607226161018698,0.691208115995904,0.624171398652091,0.868635504441816,0.423046350799306,0.53395920370095,0.661396646938653,0.491823779823398,0.532424417270819,0.267338529666259,-0.345991238389412,-0.387286575765674,-0.376500872856906,-0.357837676035078,-0.353412673414625,-0.329680092497762,-0.322450869504069,-0.319532279288626,-0.326164196901849,-0.275010514204823,-0.222555596634931,-0.254434052131878,0,2720.54660469106,5387.77122422851,6016.74426862264,11343.3230257888,12508.3903202003,0
0.195,150.5,0,0,0,0,0,0,0,-0.105386761898214,2.04128880838073,0.434897883991705,-16.1627676865147,0.328736570181168,0.179707759109662,0.185826758372144,0.215650055251362,0.102205570700285,0.0457371773867128,-0.0502117378301588,0.0339483567885432,0.00577479099388642,0.0362707728450088,-0.0505031348724031,-0.073895811110543,0.0197135858343172,0.0169699335354935,0.0233500299479246,0.0177538555845056,0.106119726158826,-0.0470009821175184,-0.0366710792662262,0.0236281854420367,-0.0280591567090096,0.0364554624296104,-0.0849831157491292,-0.0184394141096048,0,0,0.303056762779794,0.308871093273798,0.294629936214187,0.260428889255649,0.222605373194281,0.139237018463619,0.551352116912929,-0.0996987519167289,0.0147703121015784,0.437970355836394,0.500931536252988,0.616818596580056,0.428726743939799,0.572934072791348,0.528008911734739,0.609370010506968,0.572774907797903,0.776641405704107,0.349457164245344,0.490600912384977,0.603617141715406,0.413820751081564,0.472843842379202,0.264509890875586,-0.335206773602707,-0.377520928186874,-0.364917946809847,-0.347798067122578,-0.340513978132569,-0.321590651695693,-0.320013464357187,-0.313230737796638,-0.325148340224651,-0.275797464680853,-0.225260577277838,-0.253369890680535,0,5233.02459052581,6022.04812149574,6946.99894044413,10523,11428.6625314556,0
0.205,110,0,0,0,0,0,0,0,-0.097558147730452,1.63862246012749,0.473215640348759,-16.1538973176469,0.294460668116884,0.25083329423757,0.213322761619743,0.197110457335226,0.0904769502531444,-0.0105023234302931,-0.0340341212406603,0.090895112767328,0.0180924181321319,0.0521338696888384,-0.0451448503138721,-0.0771825299545178,-0.0469695540658747,0.00586507308088271,0.0873542526957417,0.0412177401317179,0.0749537002380731,-0.0701392287603786,-0.0444740967704662,0.0242116524476351,-0.0135761029488414,0.0735525489482213,-0.113382601486865,0.00409620984561302,0,0,0.282867074878998,0.286266853633203,0.257076362822029,0.209838449853843,0.174407199558777,0.0738010664751503,0.540451904619175,-0.151813617466897,-0.347235260506042,0.374989177615852,0.429497768746323,0.551383361964704,0.368747474495946,0.519842848298833,0.438210876017975,0.521608937989081,0.530356032137006,0.682356276580889,0.278127535910688,0.449773791693634,0.544037952250108,0.337305186231147,0.415634856422145,0.258380132829217,-0.321625598774153,-0.365493580184202,-0.355797957593363,-0.340432569593992,-0.330828418109414,-0.312938561969794,-0.318653239143977,-0.311245241499903,-0.320493083993626,-0.275067549021007,-0.226484485843658,-0.250543548407358,0,4674.61756970679,6389.83185857452,7195.09590241995,9926.31379882313,11109,0
0.215,50,0,0,0,0,0,0,0,-0.108715922534853,1.18642108336283,0.646275387855277,-16.6838495352224,0.256882302730525,0.312186906803055,0.25111222686761,0.150329831645748,0.0416843637677192,-0.0771444798728022,0.016906952174059,0.163860067728756,0.00178172999472823,0.045289754683771,-0.0229597566993681,-0.0424150126015027,-0.106206772035586,-0.0130419969812475,0.135936184177652,0.0681372662505722,0.0481058483077056,-0.0823807323345134,-0.0484512040016014,0.0375539386491629,0.0155531137188228,0.124883600220487,-0.141986698387775,0.0242489966146942,0,0,0.266125539734993,0.272694488270654,0.222097778992883,0.165922158877825,0.131509814851128,0.0129291148138801,0.538512340182227,-0.213853524496153,-0.556189402387756,0.321381212792716,0.392426048452519,0.44851227773393,0.315626207270062,0.468745594924981,0.349941179260257,0.467953531571728,0.523649931626981,0.619622246568247,0.21572120983963,0.415837318823377,0.505000463890689,0.277346131577034,0.366284967064863,0.256965366084238,-0.307353852647649,-0.354780910667663,-0.350357477109091,-0.333829416000181,-0.323916620346273,-0.306625236532156,-0.319520026949706,-0.308974816167828,-0.315138948040376,-0.276437826666656,-0.230749411128602,-0.250951957242255,0,2956.66713547809,4703.47552615148,5227,7922,10997.6018592683,0
0.225,50,0,0,0,0,0,0,0,-0.109857454760655,1.37425991777451,0.800330149487821,-17.3595980292863,0.183136295623886,0.298495848030904,0.26158022389285,0.0969304463060824,-0.0374628728557475,-0.0679327106430933,0.110879307296925,0.156859690020924,-0.0149931912817139,0.0623062537443797,-0.00653478178403482,-0.105226689664049,-0.113007458244325,0.0200628666178202,0.085656129376253,0.0269784509510716,0.00259647137190811,-0.0112034013729897,-0.0187224934919565,0.027431855387112,-0.0087736987122375,0.0632018295591034,-0.0806955190827424,0.0710434180233705,0,0,0.25056098084229,0.263954699491839,0.188933064431154,0.128284615589805,0.0935087090517994,-0.0474335393975084,0.537153068056528,-0.291725432338995,-0.657738079407154,0.282871076981553,0.381098798248036,0.40766867339804,0.262008747595952,0.41806203046425,0.278738509706298,0.42667618768488,0.542648721286874,0.58104110431613,0.160788745925702,0.3848772782153,0.464201814827317,0.230803156383337,0.325888887637231,0.257649057121743,-0.298140962990287,-0.348137973416602,-0.348780294585342,-0.331132791568971,-0.319560025661968,-0.301009735027333,-0.320839120846021,-0.306949344170949,-0.311382965367256,-0.277039695463526,-0.235109536456082,-0.252617447315663,0,2883,3434.21727832893,5812.64453161955,8564.94909717011,11008.3404580056,0
